State,Year,County,Processed,Approved,Denied,Non_Processed,Denied_HIC,Num_Paid,Total_Paid ,Avg_Paid,Funeral_Payout,Murder_Claims
Pennsylvania,2014,Allegheny,633,,,,,490,"$892,423.23","$1,821.27",,
Pennsylvania,2014,Armstrong,0,,,,,0,$0.00,#DIV/0!,,
Pennsylvania,2014,Beaver,139,,,,,115,"$171,980.48","$1,495.48",,
Pennsylvania,2014,Bedford,42,,,,,26,"$73,058.66","$2,809.95",,
Pennsylvania,2014,Berks,252,,,,,190,"$298,572.27","$1,571.43",,
Pennsylvania,2014,Blair,65,,,,,53,"$84,298.30","$1,590.53",,
Pennsylvania,2014,Bradford,37,,,,,21,"$41,095.27","$1,956.92",,
Pennsylvania,2014,Bucks,167,,,,,114,"$165,511.49","$1,451.86",,
Pennsylvania,2014,Butler,49,,,,,26,"$33,215.06","$1,277.50",,
Pennsylvania,2014,Cambria,43,,,,,31,"$60,560.19","$1,953.55",,
Pennsylvania,2014,Cameron,0,,,,,0,$0.00,#DIV/0!,,
Pennsylvania,2014,Carbon,56,,,,,46,"$37,142.92",$807.45,,
Pennsylvania,2014,Centre,120,,,,,94,"$139,611.55","$1,485.23",,
Pennsylvania,2014,Chester,169,,,,,124,"$258,252.08","$2,082.68",,
Pennsylvania,2014,Clarion,29,,,,,20,"$29,103.26","$1,455.16",,
Pennsylvania,2014,Clearfield,25,,,,,17,"$13,569.00",$798.18,,
Pennsylvania,2014,Clinton,33,,,,,27,"$46,290.40","$1,714.46",,
Pennsylvania,2014,Columbia,21,,,,,18,"$24,450.84","$1,358.38",,
Pennsylvania,2014,Crawford,58,,,,,38,"$44,184.24","$1,162.74",,
Pennsylvania,2014,Cumberland,296,,,,,229,"$323,037.26","$1,410.64",,
Pennsylvania,2014,Dauphin,701,,,,,483,"$700,473.29","$1,450.26",,
Pennsylvania,2014,Delaware,294,,,,,198,"$490,726.64","$2,478.42",,
Pennsylvania,2014,Elk,12,,,,,0,$0.00,#DIV/0!,,
Pennsylvania,2014,Erie,97,,,,,98,"$140,446.75","$1,433.13",,
Pennsylvania,2014,Fayette,89,,,,,69,"$134,033.13","$1,942.51",,
Pennsylvania,2014,Forest,0,,,,,0,$0.00,#DIV/0!,,
Pennsylvania,2014,Franklin,98,,,,,79,"$188,382.40","$2,384.59",,
Pennsylvania,2014,Fulton,14,,,,,10,"$17,234.63","$1,723.46",,
Pennsylvania,2014,Greene,26,,,,,19,"$30,939.81","$1,628.41",,
Pennsylvania,2014,Huntingdon,20,,,,,19,"$54,345.47","$2,860.29",,
Pennsylvania,2014,Indiana,49,,,,,45,"$46,908.69","$1,042.42",,
Pennsylvania,2014,Jefferson,47,,,,,35,"$34,956.75",$998.76,,
Pennsylvania,2014,Juniata,41,,,,,39,"$32,583.49",$835.47,,
Pennsylvania,2014,Lackawanna,374,,,,,354,"$323,729.23",$914.49,,
Pennsylvania,2014,Lancaster,391,,,,,322,"$416,725.47","$1,294.18",,
Pennsylvania,2014,Lawrence,82,,,,,66,"$111,743.47","$1,693.08",,
Pennsylvania,2014,Lebanon,140,,,,,101,"$104,296.50","$1,032.64",,
Pennsylvania,2014,Lehigh,187,,,,,131,"$275,737.02","$2,104.86",,
Pennsylvania,2014,Luzerne,263,,,,,234,"$334,669.22","$1,430.21",,
Pennsylvania,2014,Lycoming,59,,,,,46,"$49,328.45","$1,072.36",,
Pennsylvania,2014,McKean,21,,,,,12,"$17,442.55","$1,453.55",,
Pennsylvania,2014,Mercer,65,,,,,47,"$69,288.46","$1,474.22",,
Pennsylvania,2014,Mifflin,101,,,,,100,"$106,959.49","$1,069.59",,
Pennsylvania,2014,Monroe,207,,,,,188,"$260,629.28","$1,386.33",,
Pennsylvania,2014,Montgomery,379,,,,,246,"$529,174.29","$2,151.12",,
Pennsylvania,2014,Montour,0,,,,,0,$0.00,#DIV/0!,,
Pennsylvania,2014,Northampton,179,,,,,132,"$132,475.75","$1,003.60",,
Pennsylvania,2014,Northumberland,47,,,,,30,"$42,911.63","$1,430.39",,
Pennsylvania,2014,Out of State,48,,,,,38,"$63,289.16","$1,665.50",,
Pennsylvania,2014,OTHER,30,,,,,0,$0.00,#DIV/0!,,
Pennsylvania,2014,Perry,58,,,,,49,"$41,271.43",$842.27,,
Pennsylvania,2014,Philadelphia,2247,,,,,1553,"$3,659,624.52","$2,356.49",,
Pennsylvania,2014,Pike,23,,,,,22,"$21,092.75",$958.76,,
Pennsylvania,2014,Potter,14,,,,,10,"$9,559.68",$955.97,,
Pennsylvania,2014,Schuylkill,85,,,,,63,"$56,082.62",$890.20,,
Pennsylvania,2014,Snyder,10,,,,,0,$0.00,#DIV/0!,,
Pennsylvania,2014,Somerset,42,,,,,39,"$50,473.14","$1,294.18",,
Pennsylvania,2014,Sullivan,0,,,,,0,$0.00,#DIV/0!,,
Pennsylvania,2014,Susquehanna,34,,,,,26,"$34,353.37","$1,321.28",,
Pennsylvania,2014,Tioga,0,,,,,0,$0.00,#DIV/0!,,
Pennsylvania,2014,Union,17,,,,,12,"$9,817.87",$818.16,,
Pennsylvania,2014,Venango,38,,,,,30,"$35,231.53","$1,174.38",,
Pennsylvania,2014,Warren,0,,,,,12,"$17,068.45","$1,422.37",,
Pennsylvania,2014,Washington,153,,,,,147,"$226,261.29","$1,539.19",,
Pennsylvania,2014,Wayne,36,,,,,34,"$35,878.55","$1,055.25",,
Pennsylvania,2014,Westmoreland,275,,,,,179,"$291,001.10","$1,625.70",,
Pennsylvania,2014,Wyoming,27,,,,,18,"$14,391.57",$799.53,,
Pennsylvania,2014,York,423,,,,,330,"$576,612.35","$1,747.31",,
Pennsylvania,2014,,,,386,,156,,,,,
Pennsylvania,2015,Adams,100,,,,,102,"$178,833.23","$1,753.27",,
Pennsylvania,2015,Allegheny,633,,,,,534,"$968,414.91","$1,813.51",,
Pennsylvania,2015,Armstrong,0,,,,,0,$0.00,#DIV/0!,,
Pennsylvania,2015,Beaver,139,,,,,113,"$189,214.73","$1,674.47",,
Pennsylvania,2015,Bedford,42,,,,,21,"$15,969.81",$760.47,,
Pennsylvania,2015,Berks,252,,,,,193,"$223,197.85","$1,156.47",,
Pennsylvania,2015,Blair,65,,,,,70,"$58,628.05",$837.54,,
Pennsylvania,2015,Bradford,37,,,,,31,"$110,832.11","$3,575.23",,
Pennsylvania,2015,Bucks,167,,,,,153,"$220,945.80","$1,444.09",,
Pennsylvania,2015,Butler,49,,,,,33,"$43,026.16","$1,303.82",,
Pennsylvania,2015,Cambria,43,,,,,100,"$125,977.45","$1,259.77",,
Pennsylvania,2015,Cameron,0,,,,,0,$0.00,#DIV/0!,,
Pennsylvania,2015,Carbon,56,,,,,52,"$81,772.08","$1,572.54",,
Pennsylvania,2015,Centre,120,,,,,156,"$196,195.02","$1,257.66",,
Pennsylvania,2015,Chester,169,,,,,166,"$360,863.99","$2,173.88",,
Pennsylvania,2015,Clarion,29,,,,,63,"$66,529.18","$1,056.02",,
Pennsylvania,2015,Clearfield,25,,,,,48,"$54,434.53","$1,134.05",,
Pennsylvania,2015,Clinton,33,,,,,36,"$42,516.97","$1,181.03",,
Pennsylvania,2015,Columbia,21,,,,,25,"$39,108.93","$1,564.36",,
Pennsylvania,2015,Crawford,58,,,,,37,"$38,928.32","$1,052.12",,
Pennsylvania,2015,Cumberland,296,,,,,185,"$220,363.10","$1,191.15",,
Pennsylvania,2015,Dauphin,701,,,,,358,"$504,915.08","$1,410.38",,
Pennsylvania,2015,Delaware,294,,,,,209,"$348,843.19","$1,669.11",,
Pennsylvania,2015,Elk,12,,,,,0,$0.00,#DIV/0!,,
Pennsylvania,2015,Erie,97,,,,,156,"$208,653.70","$1,337.52",,
Pennsylvania,2015,Fayette,89,,,,,71,"$154,116.62","$2,170.66",,
Pennsylvania,2015,Forest,0,,,,,0,$0.00,#DIV/0!,,
Pennsylvania,2015,Franklin,98,,,,,75,"$160,201.32","$2,136.02",,
Pennsylvania,2015,Fulton,14,,,,,11,"$28,323.38","$2,574.85",,
Pennsylvania,2015,Greene,26,,,,,12,"$36,683.20","$3,056.93",,
Pennsylvania,2015,Huntingdon,20,,,,,47,"$40,945.58",$871.18,,
Pennsylvania,2015,Indiana,49,,,,,43,"$74,646.61","$1,735.97",,
Pennsylvania,2015,Jefferson,47,,,,,63,"$67,492.32","$1,071.31",,
Pennsylvania,2015,Juniata,41,,,,,25,"$19,844.41",$793.78,,
Pennsylvania,2015,Lackawanna,374,,,,,396,"$401,132.97","$1,012.96",,
Pennsylvania,2015,Lancaster,391,,,,,597,"$847,200.85","$1,419.10",,
Pennsylvania,2015,Lawrence,82,,,,,52,"$70,398.26","$1,353.81",,
Pennsylvania,2015,Lebanon,140,,,,,74,"$79,529.55","$1,074.72",,
Pennsylvania,2015,Lehigh,187,,,,,141,"$227,317.33","$1,612.18",,
Pennsylvania,2015,Luzerne,263,,,,,150,"$235,509.41","$1,570.06",,
Pennsylvania,2015,Lycoming,59,,,,,40,"$62,811.20","$1,570.28",,
Pennsylvania,2015,McKean,21,,,,,21,"$15,932.58",$758.69,,
Pennsylvania,2015,Mercer,65,,,,,46,"$57,262.69","$1,244.84",,
Pennsylvania,2015,Mifflin,101,,,,,69,"$92,333.64","$1,338.17",,
Pennsylvania,2015,Monroe,207,,,,,163,"$216,833.76","$1,330.27",,
Pennsylvania,2015,Montgomery,379,,,,,281,"$464,015.91","$1,651.30",,
Pennsylvania,2015,Montour,0,,,,,0,$0.00,#DIV/0!,,
Pennsylvania,2015,Northampton,179,,,,,102,"$110,944.02","$1,087.69",,
Pennsylvania,2015,Northumberland,47,,,,,42,"$83,741.57","$1,993.85",,
Pennsylvania,2015,Out of State,48,,,,,28,"$27,118.49",$968.52,,
Pennsylvania,2015,OTHER,30,,,,,0,$0.00,#DIV/0!,,
Pennsylvania,2015,Perry,58,,,,,28,"$20,206.50",$721.66,,
Pennsylvania,2015,Philadelphia,2247,,,,,1757,"$3,632,775.91","$2,067.60",,
Pennsylvania,2015,Pike,23,,,,,33,"$53,131.58","$1,610.05",,
Pennsylvania,2015,Potter,14,,,,,0,$0.00,#DIV/0!,,
Pennsylvania,2015,Schuylkill,85,,,,,52,"$51,629.09",$992.87,,
Pennsylvania,2015,Snyder,10,,,,,12,"$11,598.77",$966.56,,
Pennsylvania,2015,Somerset,42,,,,,24,"$29,238.41","$1,218.27",,
Pennsylvania,2015,Sullivan,0,,,,,0,$0.00,#DIV/0!,,
Pennsylvania,2015,Susquehanna,34,,,,,37,"$54,175.22","$1,464.20",,
Pennsylvania,2015,Tioga,0,,,,,13,"$19,509.05","$1,500.70",,
Pennsylvania,2015,Union,17,,,,,11,"$10,351.42",$941.04,,
Pennsylvania,2015,Venango,38,,,,,28,"$34,637.29","$1,237.05",,
Pennsylvania,2015,Warren,0,,,,,12,"$13,743.16","$1,145.26",,
Pennsylvania,2015,Washington,153,,,,,137,"$185,366.88","$1,353.04",,
Pennsylvania,2015,Wayne,36,,,,,52,"$47,019.25",$904.22,,
Pennsylvania,2015,Westmoreland,275,,,,,173,"$270,227.30","$1,562.01",,
Pennsylvania,2015,Wyoming,27,,,,,36,"$32,827.01",$911.86,,
Pennsylvania,2015,York,423,,,,,290,"$361,956.42","$1,248.13",,
Pennsylvania,2015,,,,464,,173,,,,,
Louisiana,2013,Acadia,8,,3,,,2,"$10,962.40","$5,481.20",,
Louisiana,2013,Allen,2,,1,,,0,$475.00,#DIV/0!,,
Louisiana,2013,Ascension,4,,0,,,3,"$16,801.32","$5,600.44",,
Louisiana,2013,Assumption,9,,2,,,6,"$18,593.88","$3,098.98",,
Louisiana,2013,Avoyelles,3,,1,,,1,"$4,515.85","$4,515.85",,
Louisiana,2013,Beauregard,5,,0,,,1,"$2,614.14","$2,614.14",,
Louisiana,2013,Bienville,0,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2013,Bossier,17,,0,,,10,"$13,422.16","$1,342.22",,
Louisiana,2013,Caddo,118,,19,,,71,"$216,456.75","$3,048.69",,
Louisiana,2013,Calcasieu,89,,22,,,62,"$124,904.88","$2,014.59",,
Louisiana,2013,Caldwell,0,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2013,Cameron,1,,0,,,1,$105.00,$105.00,,
Louisiana,2013,Catahoula,3,,0,,,3,"$15,500.00","$5,166.67",,
Louisiana,2013,Claiborne,9,,0,,,2,"$3,219.30","$1,609.65",,
Louisiana,2013,Concordia,11,,1,,,7,"$8,755.80","$1,250.83",,
Louisiana,2013,DeSoto,5,,1,,,3,"$3,439.83","$1,146.61",,
Louisiana,2013,E. Baton Rouge,155,,12,,,69,"$422,907.42","$6,129.09",,
Louisiana,2013,E. Carroll,0,,0,,,0,$674.94,#DIV/0!,,
Louisiana,2013,E. Feliciana,4,,1,,,1,"$4,846.10","$4,846.10",,
Louisiana,2013,Evangeline,1,,0,,,1,"$4,437.80","$4,437.80",,
Louisiana,2013,Franklin,2,,0,,,2,"$11,337.93","$5,668.97",,
Louisiana,2013,Grant,3,,1,,,2,"$3,293.97","$1,646.99",,
Louisiana,2013,Iberia,91,,7,,,22,"$74,450.02","$3,384.09",,
Louisiana,2013,Iberville,10,,2,,,7,"$26,735.15","$3,819.31",,
Louisiana,2013,Jackson,0,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2013,Jefferson,50,,9,,,11,"$85,306.53","$7,755.14",,
Louisiana,2013,Jeff. Davis,6,,0,,,4,"$9,825.77","$2,456.44",,
Louisiana,2013,Lafayette,33,,7,,,14,"$59,581.35","$4,255.81",,
Louisiana,2013,Lafourche,95,,5,,,86,"$81,096.41",$942.98,,
Louisiana,2013,Lasalle,1,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2013,Lincoln,4,,1,,,0,$500.00,#DIV/0!,,
Louisiana,2013,Livingston,8,,2,,,3,"$9,233.27","$3,077.76",,
Louisiana,2013,Madison,1,,0,,,1,"$4,927.50","$4,927.50",,
Louisiana,2013,Morehouse,4,,1,,,1,"$9,761.43","$9,761.43",,
Louisiana,2013,Natchitoches,9,,3,,,3,"$6,543.73","$2,181.24",,
Louisiana,2013,Orleans,147,,34,,,72,"$418,017.79","$5,805.80",,
Louisiana,2013,Ouachita,21,,1,,,7,"$22,184.21","$3,169.17",,
Louisiana,2013,Plaquemines,5,,0,,,2,"$1,250.00",$625.00,,
Louisiana,2013,Pointe Coupee,4,,1,,,1,$695.53,$695.53,,
Louisiana,2013,Rapides,19,,3,,,15,"$45,513.76","$3,034.25",,
Louisiana,2013,Red River,1,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2013,Richland,0,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2013,Sabine,21,,5,,,3,"$8,181.16","$2,727.05",,
Louisiana,2013,St. Bernard,2,,0,,,2,"$3,206.06","$1,603.03",,
Louisiana,2013,St. Charles,38,,9,,,20,"$18,926.97",$946.35,,
Louisiana,2013,St. Helena,5,,0,,,2,"$12,251.11","$6,125.56",,
Louisiana,2013,St. James,2,,1,,,1,$0.00,$0.00,,
Louisiana,2013,St. John,8,,0,,,5,"$26,500.00","$5,300.00",,
Louisiana,2013,St. Landry,13,,4,,,6,"$24,412.13","$4,068.69",,
Louisiana,2013,St. Martin,17,,0,,,13,"$32,299.58","$2,484.58",,
Louisiana,2013,St. Mary,7,,0,,,7,"$16,536.20","$2,362.31",,
Louisiana,2013,St. Tammany,14,,5,,,8,"$55,793.35","$6,974.17",,
Louisiana,2013,Tangipahoa,11,,2,,,6,"$52,082.10","$8,680.35",,
Louisiana,2013,Tensas,0,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2013,Terrebonne,9,,3,,,3,"$8,777.18","$2,925.73",,
Louisiana,2013,Union,15,,1,,,0,"$2,000.00",#DIV/0!,,
Louisiana,2013,Vermilion,11,,0,,,6,"$14,500.00","$2,416.67",,
Louisiana,2013,Vernon,3,,1,,,2,"$7,500.00","$3,750.00",,
Louisiana,2013,Washington,5,,0,,,3,"$17,581.67","$5,860.56",,
Louisiana,2013,Webster,7,,3,,,3,"$9,461.09","$3,153.70",,
Louisiana,2013,W. Baton Rouge,6,,1,,,0,$500.00,#DIV/0!,,
Louisiana,2013,W. Carroll,0,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2013,W. Feliciana,0,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2013,Winn,2,,0,,,2,"$10,000.00","$5,000.00",,
Louisiana,2013,,,,,203,163,,,,,
Louisiana,2014,Acadia,11,,4,,,3,"$14,142.96","$4,714.32",,
Louisiana,2014,Allen,4,,0,,,4,"$13,519.96","$3,379.99",,
Louisiana,2014,Ascension,6,,0,,,6,"$17,190.05","$2,865.01",,
Louisiana,2014,Assumption,1,,0,,,1,"$3,682.58","$3,682.58",,
Louisiana,2014,Avoyelles,1,,0,,,1,$500.00,$500.00,,
Louisiana,2014,Beauregard,7,,0,,,2,"$6,628.51","$3,314.26",,
Louisiana,2014,Bienville,0,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2014,Bossier,16,,2,,,11,"$22,720.63","$2,065.51",,
Louisiana,2014,Caddo,76,,7,,,65,"$196,568.64","$3,024.13",,
Louisiana,2014,Calcasieu,83,,12,,,58,"$97,781.39","$1,685.89",,
Louisiana,2014,Caldwell,0,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2014,Cameron,0,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2014,Catahoula,1,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2014,Claiborne,8,,1,,,2,"$11,343.20","$5,671.60",,
Louisiana,2014,Concordia,3,,0,,,2,"$30,500.00","$15,250.00",,
Louisiana,2014,DeSoto,2,,0,,,2,"$3,685.39","$1,842.70",,
Louisiana,2014,E. Baton Rouge,136,,14,,,57,"$294,403.72","$5,164.98",,
Louisiana,2014,E. Carroll,0,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2014,E. Feliciana,5,,0,,,4,"$10,920.00","$2,730.00",,
Louisiana,2014,Evangeline,1,,0,,,1,$553.85,$553.85,,
Louisiana,2014,Franklin,0,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2014,Grant,0,,0,,,0,"$6,206.03",#DIV/0!,,
Louisiana,2014,Iberia,20,,3,,,14,"$18,368.04","$1,312.00",,
Louisiana,2014,Iberville,4,,1,,,3,"$10,407.00","$3,469.00",,
Louisiana,2014,Jackson,0,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2014,Jefferson,45,,9,,,27,"$95,050.81","$3,520.40",,
Louisiana,2014,Jeff. Davis,3,,1,,,1,$891.45,$891.45,,
Louisiana,2014,Lafayette,19,,6,,,6,"$45,205.07","$7,534.18",,
Louisiana,2014,Lafourche,82,,6,,,75,"$49,463.08",$659.51,,
Louisiana,2014,Lasalle,1,,0,,,1,"$2,420.08","$2,420.08",,
Louisiana,2014,Lincoln,2,,0,,,1,"$1,281.02","$1,281.02",,
Louisiana,2014,Livingston,8,,0,,,7,"$7,401.00","$1,057.29",,
Louisiana,2014,Madison,1,,1,,,0,$0.00,#DIV/0!,,
Louisiana,2014,Morehouse,2,,0,,,2,"$10,380.00","$5,190.00",,
Louisiana,2014,Natchitoches,2,,2,,,0,$0.00,#DIV/0!,,
Louisiana,2014,Orleans,155,,27,,,79,"$393,585.32","$4,982.09",,
Louisiana,2014,Ouachita,14,,2,,,11,"$44,893.69","$4,081.24",,
Louisiana,2014,Plaquemines,15,,1,,,2,"$10,650.66","$5,325.33",,
Louisiana,2014,Pointe Coupee,6,,0,,,5,"$5,000.00","$1,000.00",,
Louisiana,2014,Rapides,9,,1,,,7,"$33,329.44","$4,761.35",,
Louisiana,2014,Red River,1,,0,,,1,"$3,193.91","$3,193.91",,
Louisiana,2014,Richland,1,,1,,,0,$0.00,#DIV/0!,,
Louisiana,2014,Sabine,4,,0,,,2,"$6,180.38","$3,090.19",,
Louisiana,2014,St. Bernard,3,,1,,,1,"$13,964.71","$13,964.71",,
Louisiana,2014,St. Charles,53,,3,,,43,"$58,133.31","$1,351.94",,
Louisiana,2014,St. Helena,2,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2014,St. James,1,,1,,,0,$0.00,#DIV/0!,,
Louisiana,2014,St. John,5,,2,,,3,"$21,262.50","$7,087.50",,
Louisiana,2014,St. Landry,9,,4,,,3,"$7,357.45","$2,452.48",,
Louisiana,2014,St. Martin,13,,0,,,10,"$14,837.71","$1,483.77",,
Louisiana,2014,St. Mary,13,,1,,,8,"$29,713.14","$3,714.14",,
Louisiana,2014,St. Tammany,11,,0,,,7,"$14,581.80","$2,083.11",,
Louisiana,2014,Tangipahoa,8,,2,,,3,"$8,361.68","$2,787.23",,
Louisiana,2014,Tensas,3,,3,,,0,$0.00,#DIV/0!,,
Louisiana,2014,Terrebonne,13,,1,,,10,"$22,178.78","$2,217.88",,
Louisiana,2014,Union,3,,0,,,0,$916.14,#DIV/0!,,
Louisiana,2014,Vermilion,4,,2,,,1,"$10,113.94","$10,113.94",,
Louisiana,2014,Vernon,1,,1,,,0,$0.00,#DIV/0!,,
Louisiana,2014,Washington,15,,3,,,11,$755.00,$68.64,,
Louisiana,2014,Webster,3,,1,,,1,$500.00,$500.00,,
Louisiana,2014,W. Baton Rouge,1,,1,,,0,$0.00,#DIV/0!,,
Louisiana,2014,W. Carroll,0,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2014,W. Feliciana,0,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2014,Winn,1,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2014,,,,,191,163,,,,,
Louisiana,2015,Acadia,1,,1,,,0,$0.00,#DIV/0!,,
Louisiana,2015,Allen,0,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2015,Ascension,4,,0,,,3,"$19,612.50","$6,537.50",,
Louisiana,2015,Assumption,10,,0,,,6,"$27,552.57","$4,592.10",,
Louisiana,2015,Avoyelles,5,,2,,,1,"$2,430.16","$2,430.16",,
Louisiana,2015,Beauregard,7,,1,,,6,"$11,685.07","$1,947.51",,
Louisiana,2015,Bienville,0,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2015,Bossier,17,,1,,,10,"$32,106.31","$3,210.63",,
Louisiana,2015,Caddo,91,,14,,,72,"$204,801.95","$2,844.47",,
Louisiana,2015,Calcasieu,86,,17,,,53,"$53,793.78","$1,014.98",,
Louisiana,2015,Caldwell,0,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2015,Cameron,0,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2015,Catahoula,0,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2015,Claiborne,8,,3,,,1,$262.50,$262.50,,
Louisiana,2015,Concordia,3,,0,,,3,"$3,827.58","$1,275.86",,
Louisiana,2015,DeSoto,4,,0,,,2,"$5,465.52","$2,732.76",,
Louisiana,2015,E. Baton Rouge,124,,13,,,36,"$124,064.66","$3,446.24",,
Louisiana,2015,E. Carroll,0,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2015,E. Feliciana,2,,1,,,1,$0.00,$0.00,,
Louisiana,2015,Evangeline,2,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2015,Franklin,1,,0,,,1,"$4,831.46","$4,831.46",,
Louisiana,2015,Grant,1,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2015,Iberia,17,,1,,,11,"$36,431.68","$3,311.97",,
Louisiana,2015,Iberville,9,,3,,,5,"$9,186.00","$1,837.20",,
Louisiana,2015,Jackson,0,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2015,Jefferson,41,,6,,,25,"$59,980.58","$2,399.22",,
Louisiana,2015,Jeff. Davis,1,,0,,,0,$500.00,#DIV/0!,,
Louisiana,2015,Lafayette,18,,4,,,7,"$18,931.88","$2,704.55",,
Louisiana,2015,Lafourche,56,,4,,,49,"$44,268.47",$903.44,,
Louisiana,2015,Lasalle,3,,0,,,0,$500.00,#DIV/0!,,
Louisiana,2015,Lincoln,2,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2015,Livingston,8,,0,,,5,"$17,510.10","$3,502.02",,
Louisiana,2015,Madison,6,,4,,,2,$0.00,$0.00,,
Louisiana,2015,Morehouse,3,,0,,,2,"$10,000.00","$5,000.00",,
Louisiana,2015,Natchitoches,6,,2,,,2,$768.07,$384.04,,
Louisiana,2015,Orleans,177,,18,,,73,"$294,218.81","$4,030.39",,
Louisiana,2015,Ouachita,16,,2,,,6,"$20,050.48","$3,341.75",,
Louisiana,2015,Plaquemines,11,,0,,,0,"$3,656.75",#DIV/0!,,
Louisiana,2015,Pointe Coupee,0,,0,,,0,$500.00,#DIV/0!,,
Louisiana,2015,Rapides,6,,0,,,4,"$1,370.00",$342.50,,
Louisiana,2015,Red River,0,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2015,Richland,0,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2015,Sabine,9,,0,,,3,"$8,297.31","$2,765.77",,
Louisiana,2015,St. Bernard,2,,0,,,1,"$10,000.00","$10,000.00",,
Louisiana,2015,St. Charles,63,,4,,,52,"$18,883.77",$363.15,,
Louisiana,2015,St. Helena,1,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2015,St. James,0,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2015,St. John,5,,0,,,3,"$5,923.10","$1,974.37",,
Louisiana,2015,St. Landry,3,,1,,,1,$0.00,$0.00,,
Louisiana,2015,St. Martin,14,,5,,,9,"$3,626.85",$402.98,,
Louisiana,2015,St. Mary,8,,4,,,2,"$10,000.00","$5,000.00",,
Louisiana,2015,St. Tammany,12,,1,,,7,"$31,750.29","$4,535.76",,
Louisiana,2015,Tangipahoa,5,,2,,,1,"$5,000.00","$5,000.00",,
Louisiana,2015,Tensas,1,,0,,,1,"$10,000.00","$10,000.00",,
Louisiana,2015,Terrebonne,7,,0,,,3,"$16,009.48","$5,336.49",,
Louisiana,2015,Union,0,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2015,Vermilion,15,,3,,,8,"$11,015.99","$1,377.00",,
Louisiana,2015,Vernon,1,,0,,,1,"$4,644.63","$4,644.63",,
Louisiana,2015,Washington,7,,1,,,6,"$10,000.00","$1,666.67",,
Louisiana,2015,Webster,4,,2,,,0,$0.00,#DIV/0!,,
Louisiana,2015,W. Baton Rouge,5,,0,,,4,"$1,838.04",$459.51,,
Louisiana,2015,W. Carroll,0,,0,,,0,$0.00,#DIV/0!,,
Louisiana,2015,W. Feliciana,1,,1,,,0,$0.00,#DIV/0!,,
Louisiana,2015,Winn,1,,1,,,0,$0.00,#DIV/0!,,
Louisiana,2015,,,,,126,71,,,,,
New York,2013,Albany,,150,89,,0,137,"$159,771.70","$1,166.22",,
New York,,,,,1,,,,,#DIV/0!,,
New York,,,,,1,,,,,#DIV/0!,,
New York,,,,,1,,,,,#DIV/0!,,
New York,,,,,3,,,,,#DIV/0!,,
New York,,,,,2,,,,,#DIV/0!,,
New York,,,,,1,,,,,#DIV/0!,,
New York,,,,,1,,,,,#DIV/0!,,
New York,,,,,5,,,,,#DIV/0!,,
New York,,,,,1,,,,,#DIV/0!,,
New York,,,,,38,,,,,#DIV/0!,,
New York,,,,,11,,,,,#DIV/0!,,
New York,,,,,4,,,,,#DIV/0!,,
New York,,,,,1,,,,,#DIV/0!,,
New York,,,,,2,,,,,#DIV/0!,,
New York,,,,,1,,,,,#DIV/0!,,
New York,,,,,8,,,,,#DIV/0!,,
New York,,,,,3,,,,,#DIV/0!,,
New York,,,,,5,,,,,#DIV/0!,,
New York,2013,Allegany,,11,54,,0,7,"$9,601.71","$1,371.67",,
New York,2013,,,,4,,,,,#DIV/0!,,
New York,2013,,,,1,,,,,#DIV/0!,,
New York,2013,,,,1,,,,,#DIV/0!,,
New York,2013,,,,1,,,,,#DIV/0!,,
