State,Year,County,Processed,Approved,Denied,Non_Processed,Denied_HIC,Num_Paid,Total_Paid ,Avg_Paid,Funeral_Payout,Murder_Claims
Texas,2011,Collingsworth,6,,0,,,6,"$49,517.45","$8,252.91",,
Texas,2011,Colorado,25,,1,,,22,"$126,361.90","$5,743.72",,
Texas,2011,Comal,52,,17,,,35,"$216,814.32","$6,194.69",,
Texas,2011,Comanche,10,,2,,,8,"$61,621.49","$7,702.69",,
Texas,2011,Concho,2,,1,,,1,"$3,000.00","$3,000.00",,
Texas,2011,Cooke,31,,10,,,18,"$160,995.78","$8,944.21",,
Texas,2011,Coryell,84,,16,,,64,"$96,127.05","$1,501.99",,
Texas,2011,Cottle,0,,0,,,0,$0.00,#DIV/0!,,
Texas,2011,Crane,3,,1,,,2,"$44,180.00","$22,090.00",,
Texas,2011,Crockett,7,,0,,,6,"$55,710.94","$9,285.16",,
Texas,2011,Crosby,4,,1,,,2,$269.02,$134.51,,
Texas,2011,Culberson,3,,0,,,2,$919.05,$459.53,,
Texas,2011,Dallam,3,,5,,,1,"$10,876.64","$10,876.64",,
Texas,2011,Dallas,"3,659",,"1,104",,,"2,223","$8,751,898.71","$3,936.98",,
Texas,2011,Dawson,6,,1,,,5,"$38,782.85","$7,756.57",,
Texas,2011,Deaf Smith,17,,4,,,14,"$19,167.38","$1,369.10",,
Texas,2011,Delta,4,,1,,,1,$300.00,$300.00,,
Texas,2011,Denton,398,,90,,,296,"$848,116.34","$2,865.26",,
Texas,2011,Dewitt,11,,3,,,10,"$48,236.27","$4,823.63",,
Texas,2011,Dickens,0,,0,,,0,$0.00,#DIV/0!,,
Texas,2011,Dimmit,13,,4,,,7,"$19,842.00","$2,834.57",,
Texas,2011,Donley,7,,0,,,7,"$8,247.60","$1,178.23",,
Texas,2011,Duval,28,,4,,,20,"$51,557.46","$2,577.87",,
Texas,2011,Eastland,10,,2,,,7,"$65,492.60","$9,356.09",,
Texas,2011,Ector,144,,36,,,88,"$247,875.10","$2,816.76",,
Texas,2011,Edwards,2,,0,,,1,"$5,690.07","$5,690.07",,
Texas,2011,Ellis,91,,13,,,66,"$170,677.60","$2,586.02",,
Texas,2011,El Paso,"2,056",,590,,,"1,459","$3,573,573.63","$2,449.33",,
Texas,2011,Erath,17,,4,,,14,"$104,480.58","$7,462.90",,
Texas,2011,Falls,11,,3,,,6,"$23,363.09","$3,893.85",,
Texas,2011,Fannin,38,,9,,,28,"$62,452.28","$2,230.44",,
Texas,2011,Fayette,12,,2,,,11,"$33,139.90","$3,012.72",,
Texas,2011,Fisher,2,,0,,,2,"$75,322.53","$37,661.27",,
Texas,2011,Floyd,1,,0,,,1,$350.84,$350.84,,
Texas,2011,Foard,2,,0,,,2,"$12,119.77","$6,059.89",,
Texas,2011,Fort Bend,364,,85,,,258,"$680,591.23","$2,637.95",,
Texas,2011,Franklin,7,,0,,,7,"$6,328.97",$904.14,,
Texas,2011,Freestone,11,,4,,,4,"$15,136.41","$3,784.10",,
Texas,2011,Frio,18,,1,,,16,"$44,672.98","$2,792.06",,
Texas,2011,Gaines,2,,1,,,1,"$31,800.30","$31,800.30",,
Texas,2011,Galveston,462,,119,,,311,"$760,326.11","$2,444.78",,
Texas,2011,Garza,2,,0,,,2,"$12,633.34","$6,316.67",,
Texas,2011,Gillespie,8,,1,,,5,"$9,528.63","$1,905.73",,
Texas,2011,Glasscock,0,,0,,,0,$28.84,#DIV/0!,,
Texas,2011,Goliad,4,,1,,,1,"$2,570.66","$2,570.66",,
Texas,2011,Gonzales,24,,5,,,19,"$137,607.42","$7,242.50",,
Texas,2011,Gray,31,,8,,,19,"$60,921.23","$3,206.38",,
Texas,2011,Grayson,107,,16,,,86,"$209,075.98","$2,431.12",,
Texas,2011,Gregg,120,,32,,,93,"$347,208.34","$3,733.42",,
Texas,2011,Grimes,12,,4,,,7,"$49,939.35","$7,134.19",,
Texas,2011,Guadalupe,127,,26,,,91,"$284,177.31","$3,122.83",,
Texas,2011,Hale,28,,0,,,25,"$24,920.51",$996.82,,
Texas,2011,Hall,11,,2,,,9,"$27,275.89","$3,030.65",,
Texas,2011,Hamilton,5,,0,,,3,"$10,429.20","$3,476.40",,
Texas,2011,Hansford,4,,3,,,1,"$1,401.05","$1,401.05",,
Texas,2011,Hardeman,1,,0,,,2,$90.84,$45.42,,
Texas,2011,Hardin,71,,9,,,60,"$184,940.77","$3,082.35",,
Texas,2011,Harris,"4,743",,"1,219",,,"3,277","$17,322,942.04","$5,286.22",,
Texas,2011,Harrison,45,,10,,,34,"$204,239.93","$6,007.06",,
Texas,2011,Hartley,3,,0,,,3,$882.64,$294.21,,
Texas,2011,Haskell,4,,2,,,2,$349.31,$174.66,,
Texas,2011,Hays,159,,32,,,124,"$269,046.62","$2,169.73",,
Texas,2011,Hemphill,1,,1,,,0,"$9,125.86",#DIV/0!,,
Texas,2011,Henderson,42,,7,,,29,"$38,665.81","$1,333.30",,
Texas,2011,Hidalgo,"1,053",,261,,,764,"$1,929,824.07","$2,525.95",,
Texas,2011,Hill,34,,7,,,27,"$56,146.81","$2,079.51",,
Texas,2011,Hockley,11,,1,,,8,"$14,940.10","$1,867.51",,
Texas,2011,Hood,45,,7,,,31,"$40,963.35","$1,321.40",,
Texas,2011,Hopkins,40,,4,,,20,"$35,899.09","$1,794.95",,
Texas,2011,Houston,22,,5,,,16,"$24,064.36","$1,504.02",,
Texas,2011,Howard,41,,9,,,31,"$92,926.40","$2,997.63",,
Texas,2011,Hudspeth,4,,2,,,1,"$1,178.90","$1,178.90",,
Texas,2011,Hunt,104,,35,,,65,"$261,260.08","$4,019.39",,
Texas,2011,Hutchinson,23,,10,,,13,"$56,385.46","$4,337.34",,
Texas,2011,Irion,7,,0,,,3,$0.00,$0.00,,
Texas,2011,Jack,3,,3,,,0,"$14,961.21",#DIV/0!,,
Texas,2011,Jackson,2,,0,,,2,"$18,666.86","$9,333.43",,
Texas,2011,Jasper,21,,4,,,16,"$47,884.48","$2,992.78",,
Texas,2011,Jeff Davis,2,,2,,,0,$160.63,#DIV/0!,,
Texas,2011,Jefferson,330,,71,,,240,"$818,531.81","$3,410.55",,
Texas,2011,Jim Hogg,4,,1,,,3,"$7,710.60","$2,570.20",,
Texas,2011,Jim Wells,32,,11,,,23,"$156,184.75","$6,790.64",,
Texas,2011,Johnson,74,,9,,,58,"$145,856.72","$2,514.77",,
Texas,2011,Jones,8,,3,,,6,"$11,612.28","$1,935.38",,
Texas,2011,Karnes,8,,1,,,6,"$86,466.20","$14,411.03",,
Texas,2011,Kaufman,86,,18,,,67,"$123,410.08","$1,841.94",,
Texas,2011,Kendall,12,,5,,,5,"$31,439.64","$6,287.93",,
Texas,2011,Kenedy,2,,0,,,1,$547.34,$547.34,,
Texas,2011,Kent,0,,0,,,0,$0.00,#DIV/0!,,
Texas,2011,Kerr,53,,7,,,47,"$181,068.25","$3,852.52",,
Texas,2011,Kimble,5,,2,,,3,"$6,818.85","$2,272.95",,
Texas,2011,King,0,,0,,,0,$0.00,#DIV/0!,,
Texas,2011,Kinney,1,,0,,,1,"$3,104.80","$3,104.80",,
Texas,2011,Kleberg,30,,9,,,22,"$53,385.22","$2,426.60",,
Texas,2011,Knox,2,,1,,,0,$0.00,#DIV/0!,,
Texas,2011,La Salle,7,,0,,,5,"$6,338.82","$1,267.76",,
Texas,2011,Lamar,49,,5,,,43,"$127,973.56","$2,976.13",,
Texas,2011,Lamb,16,,4,,,9,"$34,539.89","$3,837.77",,
Texas,2011,Lampasas,11,,1,,,12,"$13,736.63","$1,144.72",,
Texas,2011,Lavaca,8,,2,,,4,"$5,098.29","$1,274.57",,
Texas,2011,Lee,9,,0,,,10,"$40,663.08","$4,066.31",,
Texas,2011,Leon,13,,2,,,10,"$25,467.77","$2,546.78",,
Texas,2011,Liberty,62,,20,,,39,"$299,463.87","$7,678.56",,
Texas,2011,Limestone,45,,7,,,36,"$94,562.46","$2,626.74",,
Texas,2011,Lipscomb,3,,0,,,3,"$11,486.10","$3,828.70",,
Texas,2011,Live Oak,8,,1,,,6,"$10,396.45","$1,732.74",,
Texas,2011,Llano,11,,1,,,10,"$71,746.68","$7,174.67",,
Texas,2011,Loving,0,,0,,,0,$0.00,#DIV/0!,,
Texas,2011,Lubbock,233,,78,,,145,"$859,059.23","$5,924.55",,
Texas,2011,Lynn,4,,0,,,4,"$29,383.67","$7,345.92",,
Texas,2011,Madison,14,,1,,,10,"$50,762.75","$5,076.28",,
Texas,2011,Marion,10,,1,,,5,"$1,187.78",$237.56,,
Texas,2011,Martin,2,,0,,,2,$853.42,$426.71,,
Texas,2011,Mason,2,,1,,,1,"$7,326.05","$7,326.05",,
Texas,2011,Matagorda,52,,12,,,38,"$161,650.80","$4,253.97",,
Texas,2011,Maverick,22,,4,,,13,"$145,058.00","$11,158.31",,
Texas,2011,Mcculloch,7,,0,,,6,"$7,229.34","$1,204.89",,
Texas,2011,Mclennan,395,,88,,,271,"$488,580.64","$1,802.88",,
Texas,2011,Mcmullen,1,,1,,,0,$0.00,#DIV/0!,,
Texas,2011,Medina,39,,11,,,27,"$92,982.15","$3,443.78",,
Texas,2011,Menard,5,,2,,,2,"$4,552.15","$2,276.08",,
Texas,2011,Midland,90,,16,,,68,"$222,351.89","$3,269.88",,
Texas,2011,Milam,7,,2,,,5,"$24,371.74","$4,874.35",,
Texas,2011,Mills,4,,3,,,1,"$22,148.90","$22,148.90",,
Texas,2011,Mitchell,1,,1,,,1,"$1,194.38","$1,194.38",,
Texas,2011,Montague,8,,3,,,5,"$31,430.69","$6,286.14",,
Texas,2011,Montgomery,246,,47,,,168,"$995,958.18","$5,928.32",,
Texas,2011,Moore,40,,5,,,31,"$80,592.56","$2,599.76",,
Texas,2011,Morris,5,,1,,,4,"$49,874.80","$12,468.70",,
Texas,2011,Motley,0,,0,,,0,$0.00,#DIV/0!,,
Texas,2011,Nacogdoches,67,,12,,,36,"$169,332.40","$4,703.68",,
Texas,2011,Navarro,60,,11,,,51,"$169,878.25","$3,330.95",,
Texas,2011,Newton,13,,1,,,7,"$6,914.51",$987.79,,
Texas,2011,Nolan,22,,3,,,18,"$24,000.51","$1,333.36",,
Texas,2011,Nueces,717,,171,,,526,"$1,386,896.52","$2,636.69",,
Texas,2011,Ochiltree,3,,0,,,3,"$6,392.81","$2,130.94",,
Texas,2011,Oldham,1,,0,,,1,$859.60,$859.60,,
Texas,2011,Orange,68,,20,,,40,"$137,391.37","$3,434.78",,
Texas,2011,Palo Pinto,40,,8,,,34,"$71,530.30","$2,103.83",,
Texas,2011,Panola,22,,3,,,16,"$135,531.03","$8,470.69",,
Texas,2011,Parker,77,,19,,,57,"$147,830.50","$2,593.52",,
Texas,2011,Parmer,7,,1,,,5,"$26,827.65","$5,365.53",,
Texas,2011,Pecos,13,,2,,,9,"$1,926.87",$214.10,,
Texas,2011,Polk,89,,14,,,68,"$104,616.33","$1,538.48",,
Texas,2011,Potter,468,,129,,,336,"$1,156,210.80","$3,441.10",,
Texas,2011,Presidio,8,,2,,,6,"$2,314.09",$385.68,,
Texas,2011,Rains,15,,2,,,10,"$1,185.64",$118.56,,
Texas,2011,Randall,80,,20,,,56,"$102,946.25","$1,838.33",,
Texas,2011,Reagan,2,,0,,,2,"$2,055.70","$1,027.85",,
Texas,2011,Real,6,,2,,,2,"$28,156.55","$14,078.28",,
Texas,2011,Red River,8,,2,,,5,"$5,756.79","$1,151.36",,
Texas,2011,Reeves,14,,1,,,10,"$68,221.89","$6,822.19",,
Texas,2011,Refugio,6,,1,,,5,$0.00,$0.00,,
Texas,2011,Roberts,1,,0,,,1,$0.00,$0.00,,
Texas,2011,Robertson,29,,7,,,22,"$40,474.39","$1,839.75",,
Texas,2011,Rockwall,15,,3,,,12,"$28,046.44","$2,337.20",,
Texas,2011,Runnels,7,,0,,,5,"$13,569.30","$2,713.86",,
Texas,2011,Rusk,37,,6,,,24,"$87,832.03","$3,659.67",,
Texas,2011,Sabine,1,,0,,,1,"$10,266.88","$10,266.88",,
Texas,2011,San Augustine,8,,4,,,3,"$16,549.86","$5,516.62",,
Texas,2011,San Jacinto,31,,6,,,22,"$118,806.73","$5,400.31",,
Texas,2011,San Patricio,54,,15,,,38,"$215,437.06","$5,669.40",,
Texas,2011,San Saba,9,,2,,,7,"$54,037.76","$7,719.68",,
Texas,2011,Schleicher,1,,0,,,1,"$1,407.50","$1,407.50",,
Texas,2011,Scurry,10,,2,,,7,"$28,613.14","$4,087.59",,
Texas,2011,Shackelford,3,,1,,,2,"$12,959.61","$6,479.81",,
Texas,2011,Shelby,10,,2,,,6,"$77,578.68","$12,929.78",,
Texas,2011,Sherman,2,,1,,,1,$45.00,$45.00,,
Texas,2011,Smith,172,,44,,,121,"$528,724.43","$4,369.62",,
Texas,2011,Somervell,2,,2,,,0,$563.17,#DIV/0!,,
Texas,2011,Starr,68,,21,,,47,"$64,772.70","$1,378.14",,
Texas,2011,Stephens,5,,2,,,2,"$9,217.09","$4,608.55",,
Texas,2011,Sterling,0,,0,,,0,$0.00,#DIV/0!,,
Texas,2011,Stonewall,0,,0,,,0,$0.00,#DIV/0!,,
Texas,2011,Sutton,0,,0,,,0,$0.00,#DIV/0!,,
Texas,2011,Swisher,18,,4,,,9,$0.00,$0.00,,
Texas,2011,Tarrant,"2,358",,528,,,"1,710","$5,540,009.83","$3,239.77",,
Texas,2011,Taylor,108,,34,,,69,"$417,999.97","$6,057.97",,
Texas,2011,Terrell,0,,0,,,1,$0.00,$0.00,,
Texas,2011,Terry,10,,3,,,6,"$16,338.05","$2,723.01",,
Texas,2011,Throckmorton,1,,0,,,0,"$2,361.00",#DIV/0!,,
Texas,2011,Titus,39,,2,,,26,"$66,178.43","$2,545.32",,
Texas,2011,Tom Green,154,,36,,,113,"$353,939.57","$3,132.21",,
Texas,2011,Travis,"1,898",,433,,,"1,360","$3,408,574.50","$2,506.30",,
Texas,2011,Trinity,20,,4,,,16,"$159,330.41","$9,958.15",,
Texas,2011,Tyler,26,,5,,,15,"$43,247.93","$2,883.20",,
Texas,2011,Upshur,78,,18,,,43,"$66,691.17","$1,550.96",,
Texas,2011,Upton,0,,0,,,0,$0.00,#DIV/0!,,
Texas,2011,Uvalde,37,,14,,,24,"$49,001.63","$2,041.73",,
Texas,2011,Val Verde,19,,6,,,14,"$100,857.37","$7,204.10",,
Texas,2011,Van Zandt,65,,14,,,42,"$23,136.83",$550.88,,
Texas,2011,Victoria,78,,27,,,51,"$120,255.83","$2,357.96",,
Texas,2011,Walker,25,,6,,,20,"$123,246.53","$6,162.33",,
Texas,2011,Waller,38,,6,,,27,"$184,470.08","$6,832.23",,
Texas,2011,Ward,10,,0,,,10,"$39,772.86","$3,977.29",,
Texas,2011,Washington,24,,7,,,17,"$7,761.11",$456.54,,
Texas,2011,Webb,168,,56,,,99,"$656,441.47","$6,630.72",,
Texas,2011,Wharton,21,,5,,,14,"$114,893.43","$8,206.67",,
Texas,2011,Wheeler,6,,1,,,4,"$13,952.50","$3,488.13",,
Texas,2011,Wichita,110,,29,,,71,"$324,721.65","$4,573.54",,
Texas,2011,Wilbarger,11,,1,,,11,"$115,910.59","$10,537.33",,
Texas,2011,Willacy,18,,6,,,12,"$23,330.60","$1,944.22",,
Texas,2011,Williamson,261,,46,,,213,"$476,944.66","$2,239.18",,
Texas,2011,Wilson,28,,3,,,22,"$74,037.01","$3,365.32",,
Texas,2011,Winkler,10,,1,,,8,$0.00,$0.00,,
Texas,2011,Wise,41,,4,,,35,"$31,661.79",$904.62,,
Texas,2011,Wood,55,,11,,,43,"$139,712.44","$3,249.13",,
Texas,2011,Yoakum,3,,2,,,1,$0.00,$0.00,,
Texas,2011,Young,14,,6,,,9,"$17,832.84","$1,981.43",,
Texas,2011,Zapata,7,,0,,,6,"$24,886.23","$4,147.71",,
Texas,2011,Zavala,10,,1,,,5,"$16,761.29","$3,352.26",,
Texas,2011,Out Of State,169,,110,,,54,"$524,367.91","$9,710.52",,
Texas,2011,No County,76,,0,,,0,"$45,666.38",#DIV/0!,,
Texas,2011,Funeral,,,,,,,,,"4,915,052.37",
Texas,2010,Anderson,40,,8,,,28,"$194,435.76","$6,944.13",,
Texas,2010,Andrews,16,,4,,,11,"$96,503.65","$8,773.06",,
Texas,2010,Angelina,110,,35,,,68,"$293,498.48","$4,316.15",,
Texas,2010,Aransas,15,,2,,,11,"$23,944.39","$2,176.76",,
Texas,2010,Archer,1,,2,,,0,"$4,778.06",#DIV/0!,,
Texas,2010,Armstrong,3,,0,,,3,"$3,121.25","$1,040.42",,
Texas,2010,Atascosa,47,,8,,,39,"$58,553.35","$1,501.37",,
Texas,2010,Austin,30,,4,,,23,"$92,888.71","$4,038.64",,
Texas,2010,Bailey,4,,1,,,3,$82.97,$27.66,,
Texas,2010,Bandera,16,,2,,,12,"$20,748.41","$1,729.03",,
Texas,2010,Bastrop,67,,13,,,49,"$198,546.71","$4,051.97",,
Texas,2010,Baylor,2,,0,,,1,$0.00,$0.00,,
Texas,2010,Bee,27,,7,,,14,"$114,251.18","$8,160.80",,
Texas,2010,Bell,392,,88,,,290,"$674,155.95","$2,324.68",,
Texas,2010,Bexar,"2,035",,773,,,"1,126","$4,323,272.03","$3,839.50",,
Texas,2010,Blanco,5,,2,,,2,"$10,772.45","$5,386.23",,
Texas,2010,Borden,0,,0,,,0,$0.00,#DIV/0!,,
Texas,2010,Bosque,18,,3,,,15,"$26,862.13","$1,790.81",,
Texas,2010,Bowie,130,,53,,,69,"$117,868.94","$1,708.25",,
Texas,2010,Brazoria,281,,50,,,193,"$722,897.22","$3,745.58",,
Texas,2010,Brazos,164,,40,,,99,"$286,363.50","$2,892.56",,
Texas,2010,Brewster,16,,3,,,9,"$74,862.86","$8,318.10",,
Texas,2010,Briscoe,3,,0,,,3,$0.00,$0.00,,
Texas,2010,Brooks,12,,4,,,7,"$56,353.32","$8,050.47",,
Texas,2010,Brown,50,,6,,,35,"$48,206.13","$1,377.32",,
Texas,2010,Burleson,11,,1,,,8,"$49,999.39","$6,249.92",,
Texas,2010,Burnet,43,,7,,,35,"$144,247.54","$4,121.36",,
Texas,2010,Caldwell,61,,9,,,51,"$201,504.71","$3,951.07",,
Texas,2010,Calhoun,17,,2,,,13,"$25,389.35","$1,953.03",,
Texas,2010,Callahan,17,,5,,,12,"$55,327.75","$4,610.65",,
Texas,2010,Cameron,394,,99,,,277,"$800,619.21","$2,890.32",,
Texas,2010,Camp,9,,1,,,8,"$7,995.36",$999.42,,
Texas,2010,Carson,6,,1,,,4,"$6,793.50","$1,698.38",,
Texas,2010,Cass,39,,11,,,26,"$32,655.75","$1,255.99",,
Texas,2010,Castro,5,,0,,,6,"$4,583.52",$763.92,,
Texas,2010,Chambers,21,,4,,,16,"$74,595.63","$4,662.23",,
Texas,2010,Cherokee,20,,7,,,15,"$80,383.80","$5,358.92",,
Texas,2010,Childress,4,,1,,,4,"$1,582.19",$395.55,,
Texas,2010,Clay,9,,3,,,6,"$4,138.44",$689.74,,
Texas,2010,Cochran,2,,1,,,1,$0.00,$0.00,,
Texas,2010,Coke,3,,1,,,2,$579.21,$289.61,,
Texas,2010,Coleman,6,,0,,,5,"$19,868.85","$3,973.77",,
Texas,2010,Collin,293,,65,,,204,"$663,073.60","$3,250.36",,
Texas,2010,Collingsworth,6,,1,,,4,"$8,341.48","$2,085.37",,
Texas,2010,Colorado,15,,3,,,16,"$67,165.44","$4,197.84",,
Texas,2010,Comal,67,,19,,,41,"$148,290.53","$3,616.84",,
Texas,2010,Comanche,14,,1,,,12,"$17,476.75","$1,456.40",,
Texas,2010,Concho,3,,1,,,3,"$11,190.29","$3,730.10",,
Texas,2010,Cooke,45,,12,,,33,"$87,320.62","$2,646.08",,
Texas,2010,Coryell,92,,17,,,70,"$139,066.94","$1,986.67",,
Texas,2010,Cottle,1,,1,,,0,$0.00,#DIV/0!,,
Texas,2010,Crane,4,,1,,,4,"$8,398.24","$2,099.56",,
Texas,2010,Crockett,3,,0,,,2,$0.00,$0.00,,
Texas,2010,Crosby,2,,1,,,1,"$19,854.36","$19,854.36",,
Texas,2010,Culberson,2,,1,,,2,"$40,210.13","$20,105.07",,
Texas,2010,Dallam,17,,5,,,6,"$16,105.21","$2,684.20",,
Texas,2010,Dallas,"3,052",,723,,,"2,034","$9,637,293.15","$4,738.10",,
Texas,2010,Dawson,15,,1,,,13,"$17,926.48","$1,378.96",,
Texas,2010,Deaf Smith,14,,3,,,10,"$20,065.43","$2,006.54",,
Texas,2010,Delta,6,,2,,,4,"$1,692.64",$423.16,,
Texas,2010,Denton,419,,110,,,298,"$890,915.03","$2,989.65",,
Texas,2010,Dewitt,15,,1,,,11,"$25,426.13","$2,311.47",,
Texas,2010,Dickens,1,,0,,,0,$0.00,#DIV/0!,,
Texas,2010,Dimmit,22,,6,,,12,"$68,784.29","$5,732.02",,
Texas,2010,Donley,8,,0,,,6,"$4,098.97",$683.16,,
Texas,2010,Duval,25,,5,,,15,"$42,462.54","$2,830.84",,
Texas,2010,Eastland,14,,3,,,10,"$23,867.25","$2,386.73",,
Texas,2010,Ector,181,,37,,,111,"$348,922.16","$3,143.44",,
Texas,2010,Edwards,1,,1,,,1,"$2,377.63","$2,377.63",,
Texas,2010,Ellis,86,,15,,,66,"$273,260.34","$4,140.31",,
Texas,2010,El Paso,"1,817",,452,,,"1,333","$2,876,307.73","$2,157.77",,
Texas,2010,Erath,36,,4,,,26,"$79,495.27","$3,057.51",,
Texas,2010,Falls,13,,2,,,13,"$22,665.63","$1,743.51",,
Texas,2010,Fannin,31,,6,,,19,"$63,498.54","$3,342.03",,
Texas,2010,Fayette,7,,0,,,5,"$7,676.55","$1,535.31",,
Texas,2010,Fisher,3,,0,,,3,"$38,076.89","$12,692.30",,
Texas,2010,Floyd,3,,0,,,2,$0.00,$0.00,,
Texas,2010,Foard,3,,0,,,2,$220.93,$110.47,,
Texas,2010,Fort Bend,357,,71,,,270,"$845,221.47","$3,130.45",,
Texas,2010,Franklin,12,,3,,,8,"$17,146.11","$2,143.26",,
Texas,2010,Freestone,4,,1,,,3,"$3,921.70","$1,307.23",,
Texas,2010,Frio,15,,7,,,7,"$28,788.00","$4,112.57",,
Texas,2010,Gaines,2,,1,,,1,"$2,184.06","$2,184.06",,
Texas,2010,Galveston,440,,83,,,294,"$1,033,592.12","$3,515.62",,
Texas,2010,Garza,10,,0,,,9,"$16,556.64","$1,839.63",,
Texas,2010,Gillespie,15,,3,,,10,"$24,007.45","$2,400.75",,
Texas,2010,Glasscock,1,,0,,,1,"$2,624.31","$2,624.31",,
Texas,2010,Goliad,4,,2,,,2,"$12,260.41","$6,130.21",,
Texas,2010,Gonzales,14,,1,,,13,"$78,056.50","$6,004.35",,
Texas,2010,Gray,36,,11,,,26,"$79,665.40","$3,064.05",,
Texas,2010,Grayson,89,,14,,,67,"$200,065.80","$2,986.06",,
Texas,2010,Gregg,149,,25,,,103,"$558,719.56","$5,424.46",,
Texas,2010,Grimes,16,,5,,,11,"$67,458.86","$6,132.62",,
Texas,2010,Guadalupe,101,,28,,,65,"$223,679.47","$3,441.22",,
Texas,2010,Hale,28,,8,,,20,"$19,853.76",$992.69,,
Texas,2010,Hall,4,,0,,,4,"$1,051.84",$262.96,,
Texas,2010,Hamilton,5,,3,,,3,"$54,690.82","$18,230.27",,
Texas,2010,Hansford,3,,0,,,3,"$12,925.51","$4,308.50",,
Texas,2010,Hardeman,5,,0,,,4,$483.89,$120.97,,
Texas,2010,Hardin,67,,6,,,60,"$157,846.99","$2,630.78",,
Texas,2010,Harris,"4,962",,"1,183",,,"3,501","$15,728,892.89","$4,492.69",,
Texas,2010,Harrison,50,,18,,,31,"$180,980.32","$5,838.07",,
Texas,2010,Hartley,1,,0,,,1,"$2,036.36","$2,036.36",,
Texas,2010,Haskell,2,,1,,,0,"$1,047.95",#DIV/0!,,
Texas,2010,Hays,164,,34,,,124,"$230,654.77","$1,860.12",,
Texas,2010,Hemphill,4,,0,,,5,"$2,919.24",$583.85,,
Texas,2010,Henderson,47,,10,,,29,"$180,864.06","$6,236.69",,
Texas,2010,Hidalgo,"1,325",,323,,,974,"$2,720,369.64","$2,792.99",,
Texas,2010,Hill,22,,1,,,23,"$56,510.26","$2,456.97",,
Texas,2010,Hockley,8,,2,,,6,"$15,316.83","$2,552.81",,
Texas,2010,Hood,35,,11,,,21,"$102,325.64","$4,872.65",,
Texas,2010,Hopkins,41,,6,,,25,"$35,310.39","$1,412.42",,
Texas,2010,Houston,20,,6,,,13,"$47,510.72","$3,654.67",,
Texas,2010,Howard,35,,7,,,25,"$99,115.05","$3,964.60",,
Texas,2010,Hudspeth,1,,0,,,0,$0.00,#DIV/0!,,
Texas,2010,Hunt,80,,26,,,54,"$293,540.58","$5,435.94",,
Texas,2010,Hutchinson,30,,11,,,20,"$60,794.06","$3,039.70",,
Texas,2010,Irion,1,,0,,,1,$0.00,$0.00,,
Texas,2010,Jack,8,,4,,,4,"$3,000.00",$750.00,,
Texas,2010,Jackson,11,,3,,,7,"$53,150.97","$7,593.00",,
Texas,2010,Jasper,24,,4,,,17,"$62,322.61","$3,666.04",,
Texas,2010,Jeff Davis,2,,1,,,3,"$9,563.75","$3,187.92",,
Texas,2010,Jefferson,328,,88,,,235,"$1,160,655.38","$4,938.96",,
Texas,2010,Jim Hogg,11,,1,,,7,"$19,536.81","$2,790.97",,
Texas,2010,Jim Wells,29,,8,,,21,"$80,309.64","$3,824.27",,
Texas,2010,Johnson,81,,14,,,54,"$211,906.79","$3,924.20",,
Texas,2010,Jones,15,,2,,,9,"$28,076.12","$3,119.57",,
Texas,2010,Karnes,11,,3,,,6,"$5,276.41",$879.40,,
Texas,2010,Kaufman,88,,20,,,61,"$225,785.48","$3,701.40",,
Texas,2010,Kendall,11,,1,,,8,"$67,540.26","$8,442.53",,
Texas,2010,Kenedy,0,,0,,,0,$0.00,#DIV/0!,,
Texas,2010,Kent,0,,0,,,0,$0.00,#DIV/0!,,
Texas,2010,Kerr,52,,8,,,46,"$165,941.33","$3,607.42",,
Texas,2010,Kimble,2,,0,,,2,"$7,534.56","$3,767.28",,
Texas,2010,King,1,,0,,,1,"$3,417.24","$3,417.24",,
Texas,2010,Kinney,3,,0,,,2,"$1,171.74",$585.87,,
Texas,2010,Kleberg,41,,17,,,23,"$71,567.65","$3,111.64",,
Texas,2010,Knox,2,,0,,,1,"$9,218.97","$9,218.97",,
Texas,2010,La Salle,49,,3,,,44,"$168,167.10","$3,821.98",,
Texas,2010,Lamar,11,,2,,,9,"$9,294.75","$1,032.75",,
Texas,2010,Lamb,8,,1,,,4,"$23,316.46","$5,829.12",,
Texas,2010,Lampasas,3,,1,,,1,"$47,368.14","$47,368.14",,
Texas,2010,Lavaca,11,,5,,,5,"$15,081.50","$3,016.30",,
Texas,2010,Lee,11,,1,,,12,"$45,912.31","$3,826.03",,
Texas,2010,Leon,11,,0,,,9,"$45,929.78","$5,103.31",,
Texas,2010,Liberty,65,,22,,,37,"$327,547.20","$8,852.63",,
Texas,2010,Limestone,28,,5,,,22,"$38,159.15","$1,734.51",,
Texas,2010,Lipscomb,3,,0,,,4,$892.72,$223.18,,
Texas,2010,Live Oak,5,,1,,,4,"$15,583.08","$3,895.77",,
Texas,2010,Llano,20,,4,,,18,"$99,897.94","$5,549.89",,
Texas,2010,Loving,0,,0,,,0,$0.00,#DIV/0!,,
Texas,2010,Lubbock,300,,69,,,209,"$680,754.58","$3,257.20",,
Texas,2010,Lynn,4,,0,,,5,$303.27,$60.65,,
Texas,2010,Madison,13,,2,,,10,"$3,156.20",$315.62,,
Texas,2010,Marion,10,,1,,,8,"$12,243.40","$1,530.43",,
Texas,2010,Martin,6,,3,,,3,"$4,007.76","$1,335.92",,
